,Series_Type,Series_Name
1586,MSTIURN,"Unemployment Rate in Tippah County, MS"
1587,MSTSURN,"Unemployment Rate in Tishomingo County, MS"
1588,MSTTURN,"Unemployment Rate in Tate County, MS"
1589,MSTUURN,"Unemployment Rate in Tunica County, MS"
1590,MSUNURN,"Unemployment Rate in Union County, MS"
1591,MSWALT7URN,"Unemployment Rate in Walthall County, MS"
1592,MSWARR5URN,"Unemployment Rate in Warren County, MS"
1593,MSWAYN3URN,"Unemployment Rate in Wayne County, MS"
1594,MSWEURN,"Unemployment Rate in Webster County, MS"
1595,MSWILK7URN,"Unemployment Rate in Wilkinson County, MS"
1596,MSWNURN,"Unemployment Rate in Winston County, MS"
1597,MSWSURN,"Unemployment Rate in Washington County, MS"
1598,MSYAURN,"Unemployment Rate in Yalobusha County, MS"
1599,MSYAZO3URN,"Unemployment Rate in Yazoo County, MS"
1600,MTBEAV1URN,"Unemployment Rate in Beaverhead County, MT"
1601,MTBIGH3URN,"Unemployment Rate in Big Horn County, MT"
1602,MTBLAI5URN,"Unemployment Rate in Blaine County, MT"
1603,MTBROA7URN,"Unemployment Rate in Broadwater County, MT"
1604,MTCARB9URN,"Unemployment Rate in Carbon County, MT"
1605,MTCART1URN,"Unemployment Rate in Carter County, MT"
1606,MTCASC3URN,"Unemployment Rate in Cascade County, MT"
1607,MTCHOU5URN,"Unemployment Rate in Chouteau County, MT"
1608,MTCUST7URN,"Unemployment Rate in Custer County, MT"
1609,MTDANI9URN,"Unemployment Rate in Daniels County, MT"
1610,MTDAWS1URN,"Unemployment Rate in Dawson County, MT"
1611,MTDEER3URN,"Unemployment Rate in Deer Lodge County, MT"
1612,MTFALL5URN,"Unemployment Rate in Fallon County, MT"
1613,MTFERG7URN,"Unemployment Rate in Fergus County, MT"
1614,MTFLAT0URN,"Unemployment Rate in Flathead County, MT"
1615,MTGALL1URN,"Unemployment Rate in Gallatin County, MT"
1616,MTGARF3URN,"Unemployment Rate in Garfield County, MT"
1617,MTGLAC5URN,"Unemployment Rate in Glacier County, MT"
1618,MTGOLD7URN,"Unemployment Rate in Golden Valley County, MT"
1619,MTGRAN9URN,"Unemployment Rate in Granite County, MT"
1620,MTHILL1URN,"Unemployment Rate in Hill County, MT"
1621,MTJEFF3URN,"Unemployment Rate in Jefferson County, MT"
1622,MTJUDI5URN,"Unemployment Rate in Judith Basin County, MT"
1623,MTLAKE7URN,"Unemployment Rate in Lake County, MT"
1624,MTLEWI9URN,"Unemployment Rate in Lewis and Clark County, MT"
1625,MTLIBE1URN,"Unemployment Rate in Liberty County, MT"
1626,MTLINC3URN,"Unemployment Rate in Lincoln County, MT"
1627,MTMADI7URN,"Unemployment Rate in Madison County, MT"
1628,MTMCCO5URN,"Unemployment Rate in McCone County, MT"
1629,MTMEAG9URN,"Unemployment Rate in Meagher County, MT"
1630,MTMINE1URN,"Unemployment Rate in Mineral County, MT"
1631,MTMISS0URN,"Unemployment Rate in Missoula County, MT"
1632,MTMUSS5URN,"Unemployment Rate in Musselshell County, MT"
1633,MTPARK7URN,"Unemployment Rate in Park County, MT"
1634,MTPETR9URN,"Unemployment Rate in Petroleum County, MT"
1635,MTPHIL1URN,"Unemployment Rate in Phillips County, MT"
1636,MTPOND3URN,"Unemployment Rate in Pondera County, MT"
1637,MTPOWD5URN,"Unemployment Rate in Powder River County, MT"
1638,MTPOWE7URN,"Unemployment Rate in Powell County, MT"
1639,MTPRAI9URN,"Unemployment Rate in Prairie County, MT"
1640,MTRAVA1URN,"Unemployment Rate in Ravalli County, MT"
1641,MTRICH3URN,"Unemployment Rate in Richland County, MT"
1642,MTROOS5URN,"Unemployment Rate in Roosevelt County, MT"
1643,MTROSE7URN,"Unemployment Rate in Rosebud County, MT"
1644,MTSAND9URN,"Unemployment Rate in Sanders County, MT"
1645,MTSHER1URN,"Unemployment Rate in Sheridan County, MT"
1646,MTSILV3URN,"Unemployment Rate in Silver Bow County, MT"
1647,MTSTIL5URN,"Unemployment Rate in Stillwater County, MT"
1648,MTSWEE7URN,"Unemployment Rate in Sweet Grass County, MT"
1649,MTTETO9URN,"Unemployment Rate in Teton County, MT"
1650,MTTOOL1URN,"Unemployment Rate in Toole County, MT"
1651,MTTREA3URN,"Unemployment Rate in Treasure County, MT"
1652,MTVALL5URN,"Unemployment Rate in Valley County, MT"
1653,MTWHEA7URN,"Unemployment Rate in Wheatland County, MT"
1654,MTWIBA9URN,"Unemployment Rate in Wibaux County, MT"
1655,MTYELL1URN,"Unemployment Rate in Yellowstone County, MT"
1656,NCALAM1URN,"Unemployment Rate in Alamance County, NC"
1657,NCALEX3URN,"Unemployment Rate in Alexander County, NC"
1658,NCALLE5URN,"Unemployment Rate in Alleghany County, NC"
1659,NCANSO7URN,"Unemployment Rate in Anson County, NC"
1660,NCASHE9URN,"Unemployment Rate in Ashe County, NC"
1661,NCAVER1URN,"Unemployment Rate in Avery County, NC"
1662,NCBEAU3URN,"Unemployment Rate in Beaufort County, NC"
1663,NCBERT5URN,"Unemployment Rate in Bertie County, NC"
1664,NCBLAD7URN,"Unemployment Rate in Bladen County, NC"
1665,NCBRUN9URN,"Unemployment Rate in Brunswick County, NC"
1666,NCBUNC1URN,"Unemployment Rate in Buncombe County, NC"
1667,NCBURK0URN,"Unemployment Rate in Burke County, NC"
1668,NCCABA5URN,"Unemployment Rate in Cabarrus County, NC"
1669,NCCALD0URN,"Unemployment Rate in Caldwell County, NC"
1670,NCCAMD9URN,"Unemployment Rate in Camden County, NC"
1671,NCCART1URN,"Unemployment Rate in Carteret County, NC"
1672,NCCASW3URN,"Unemployment Rate in Caswell County, NC"
1673,NCCATA5URN,"Unemployment Rate in Catawba County, NC"
1674,NCCHAT7URN,"Unemployment Rate in Chatham County, NC"
1675,NCCHER9URN,"Unemployment Rate in Cherokee County, NC"
1676,NCCHOW1URN,"Unemployment Rate in Chowan County, NC"
1677,NCCLAY3URN,"Unemployment Rate in Clay County, NC"
1678,NCCLEV0URN,"Unemployment Rate in Cleveland County, NC"
1679,NCCOLU0URN,"Unemployment Rate in Columbus County, NC"
1680,NCCRAV5URN,"Unemployment Rate in Craven County, NC"
1681,NCCUMB2URN,"Unemployment Rate in Cumberland County, NC"
1682,NCCURR3URN,"Unemployment Rate in Currituck County, NC"
1683,NCDARE5URN,"Unemployment Rate in Dare County, NC"
1684,NCDAVI4URN,"Unemployment Rate in Davidson County, NC"
1685,NCDAVI9URN,"Unemployment Rate in Davie County, NC"
1686,NCDUPL1URN,"Unemployment Rate in Duplin County, NC"
1687,NCDURH8URN,"Unemployment Rate in Durham County, NC"
1688,NCEDGE5URN,"Unemployment Rate in Edgecombe County, NC"
1689,NCFORS5URN,"Unemployment Rate in Forsyth County, NC"
1690,NCFRAN9URN,"Unemployment Rate in Franklin County, NC"
1691,NCGAST0URN,"Unemployment Rate in Gaston County, NC"
1692,NCGATE3URN,"Unemployment Rate in Gates County, NC"
1693,NCGRAH5URN,"Unemployment Rate in Graham County, NC"
1694,NCGRAN7URN,"Unemployment Rate in Granville County, NC"
1695,NCGREE9URN,"Unemployment Rate in Greene County, NC"
1696,NCGUIL1URN,"Unemployment Rate in Guilford County, NC"
1697,NCHALI0URN,"Unemployment Rate in Halifax County, NC"
1698,NCHARN0URN,"Unemployment Rate in Harnett County, NC"
1699,NCHAYW7URN,"Unemployment Rate in Haywood County, NC"
1700,NCHEND0URN,"Unemployment Rate in Henderson County, NC"
1701,NCHERT1URN,"Unemployment Rate in Hertford County, NC"
1702,NCHOKE3URN,"Unemployment Rate in Hoke County, NC"
1703,NCHYDE5URN,"Unemployment Rate in Hyde County, NC"
1704,NCIRED5URN,"Unemployment Rate in Iredell County, NC"
1705,NCJACK9URN,"Unemployment Rate in Jackson County, NC"
1706,NCJOHN0URN,"Unemployment Rate in Johnston County, NC"
1707,NCJONE3URN,"Unemployment Rate in Jones County, NC"
1708,NCLEEC5URN,"Unemployment Rate in Lee County, NC"
1709,NCLENO0URN,"Unemployment Rate in Lenoir County, NC"
1710,NCLINC9URN,"Unemployment Rate in Lincoln County, NC"
1711,NCMACO3URN,"Unemployment Rate in Macon County, NC"
1712,NCMADI5URN,"Unemployment Rate in Madison County, NC"
1713,NCMART7URN,"Unemployment Rate in Martin County, NC"
1714,NCMCDO1URN,"Unemployment Rate in McDowell County, NC"
1715,NCMECK9URN,"Unemployment Rate in Mecklenburg County, NC"
1716,NCMITC1URN,"Unemployment Rate in Mitchell County, NC"
1717,NCMONT3URN,"Unemployment Rate in Montgomery County, NC"
1718,NCMOOR0URN,"Unemployment Rate in Moore County, NC"
1719,NCNASH5URN,"Unemployment Rate in Nash County, NC"
1720,NCNEWH9URN,"Unemployment Rate in New Hanover County, NC"
1721,NCNORT1URN,"Unemployment Rate in Northampton County, NC"
1722,NCONSL5URN,"Unemployment Rate in Onslow County, NC"
1723,NCORAN2URN,"Unemployment Rate in Orange County, NC"
1724,NCPAML7URN,"Unemployment Rate in Pamlico County, NC"
1725,NCPASQ9URN,"Unemployment Rate in Pasquotank County, NC"
1726,NCPEND1URN,"Unemployment Rate in Pender County, NC"
1727,NCPERQ3URN,"Unemployment Rate in Perquimans County, NC"
1728,NCPERS5URN,"Unemployment Rate in Person County, NC"
1729,NCPITT7URN,"Unemployment Rate in Pitt County, NC"
1730,NCPOLK9URN,"Unemployment Rate in Polk County, NC"
1731,NCRAND1URN,"Unemployment Rate in Randolph County, NC"
1732,NCRICH3URN,"Unemployment Rate in Richmond County, NC"
1733,NCROBE7URN,"Unemployment Rate in Robeson County, NC"
1734,NCROCK0URN,"Unemployment Rate in Rockingham County, NC"
1735,NCROWA5URN,"Unemployment Rate in Rowan County, NC"
1736,NCRUTH5URN,"Unemployment Rate in Rutherford County, NC"
1737,NCSAMP3URN,"Unemployment Rate in Sampson County, NC"
1738,NCSCOT5URN,"Unemployment Rate in Scotland County, NC"
1739,NCSTAN7URN,"Unemployment Rate in Stanly County, NC"
1740,NCSTOK9URN,"Unemployment Rate in Stokes County, NC"
1741,NCSURR0URN,"Unemployment Rate in Surry County, NC"
1742,NCSWAI3URN,"Unemployment Rate in Swain County, NC"
1743,NCTRAN5URN,"Unemployment Rate in Transylvania County, NC"
1744,NCTYRR7URN,"Unemployment Rate in Tyrrell County, NC"
1745,NCUNIO5URN,"Unemployment Rate in Union County, NC"
1746,NCVANC1URN,"Unemployment Rate in Vance County, NC"
1747,NCWAKE3URN,"Unemployment Rate in Wake County, NC"
1748,NCWARR5URN,"Unemployment Rate in Warren County, NC"
1749,NCWASH7URN,"Unemployment Rate in Washington County, NC"
1750,NCWATA9URN,"Unemployment Rate in Watauga County, NC"
1751,NCWAYN1URN,"Unemployment Rate in Wayne County, NC"
1752,NCWILK5URN,"Unemployment Rate in Wilkes County, NC"
1753,NCWILS0URN,"Unemployment Rate in Wilson County, NC"
1754,NCYADK7URN,"Unemployment Rate in Yadkin County, NC"
1755,NCYANC9URN,"Unemployment Rate in Yancey County, NC"
1756,NDADAM1URN,"Unemployment Rate in Adams County, ND"
1757,NDBARN3URN,"Unemployment Rate in Barnes County, ND"
1758,NDBENS5URN,"Unemployment Rate in Benson County, ND"
1759,NDBILL7URN,"Unemployment Rate in Billings County, ND"
1760,NDBOTT9URN,"Unemployment Rate in Bottineau County, ND"
1761,NDBOWM1URN,"Unemployment Rate in Bowman County, ND"
1762,NDBURK3URN,"Unemployment Rate in Burke County, ND"
1763,NDBURL5URN,"Unemployment Rate in Burleigh County, ND"
1764,NDCASS7URN,"Unemployment Rate in Cass County, ND"
1765,NDCAVA9URN,"Unemployment Rate in Cavalier County, ND"
1766,NDDICK1URN,"Unemployment Rate in Dickey County, ND"
1767,NDDIVI3URN,"Unemployment Rate in Divide County, ND"
1768,NDDUNN5URN,"Unemployment Rate in Dunn County, ND"
1769,NDEDDY7URN,"Unemployment Rate in Eddy County, ND"
1770,NDEMMO9URN,"Unemployment Rate in Emmons County, ND"
1771,NDFOST1URN,"Unemployment Rate in Foster County, ND"
1772,NDGOLD3URN,"Unemployment Rate in Golden Valley County, ND"
1773,NDGRAN5URN,"Unemployment Rate in Grand Forks County, ND"
1774,NDGRAN7URN,"Unemployment Rate in Grant County, ND"
1775,NDGRIG9URN,"Unemployment Rate in Griggs County, ND"
1776,NDHETT1URN,"Unemployment Rate in Hettinger County, ND"
1777,NDKIDD3URN,"Unemployment Rate in Kidder County, ND"
1778,NDLAMO5URN,"Unemployment Rate in LaMoure County, ND"
1779,NDLOGA7URN,"Unemployment Rate in Logan County, ND"
1780,NDMCHE9URN,"Unemployment Rate in McHenry County, ND"
1781,NDMCIN1URN,"Unemployment Rate in McIntosh County, ND"
1782,NDMCKE3URN,"Unemployment Rate in McKenzie County, ND"
1783,NDMCLE5URN,"Unemployment Rate in McLean County, ND"
1784,NDMERC7URN,"Unemployment Rate in Mercer County, ND"
1785,NDMORT9URN,"Unemployment Rate in Morton County, ND"
1786,NDMOUN1URN,"Unemployment Rate in Mountrail County, ND"
1787,NDNELS3URN,"Unemployment Rate in Nelson County, ND"
1788,NDOLIV5URN,"Unemployment Rate in Oliver County, ND"
1789,NDPEMB7URN,"Unemployment Rate in Pembina County, ND"
1790,NDPIER9URN,"Unemployment Rate in Pierce County, ND"
1791,NDRAMS1URN,"Unemployment Rate in Ramsey County, ND"
1792,NDRANS3URN,"Unemployment Rate in Ransom County, ND"
1793,NDRENV5URN,"Unemployment Rate in Renville County, ND"
1794,NDRICH7URN,"Unemployment Rate in Richland County, ND"
1795,NDROLE9URN,"Unemployment Rate in Rolette County, ND"
1796,NDSARG1URN,"Unemployment Rate in Sargent County, ND"
1797,NDSHER3URN,"Unemployment Rate in Sheridan County, ND"
1798,NDSIOU5URN,"Unemployment Rate in Sioux County, ND"
1799,NDSLOP7URN,"Unemployment Rate in Slope County, ND"
1800,NDSTAR9URN,"Unemployment Rate in Stark County, ND"
1801,NDSTEE1URN,"Unemployment Rate in Steele County, ND"
1802,NDSTUT3URN,"Unemployment Rate in Stutsman County, ND"
1803,NDTOWN5URN,"Unemployment Rate in Towner County, ND"
1804,NDTRAI7URN,"Unemployment Rate in Traill County, ND"
1805,NDWALS9URN,"Unemployment Rate in Walsh County, ND"
1806,NDWARD0URN,"Unemployment Rate in Ward County, ND"
1807,NDWELL3URN,"Unemployment Rate in Wells County, ND"
1808,NDWILL5URN,"Unemployment Rate in Williams County, ND"
1809,NEADAM1URN,"Unemployment Rate in Adams County, NE"
1810,NEANTE3URN,"Unemployment Rate in Antelope County, NE"
1811,NEARTH5URN,"Unemployment Rate in Arthur County, NE"
1812,NEBANN7URN,"Unemployment Rate in Banner County, NE"
1813,NEBLAI9URN,"Unemployment Rate in Blaine County, NE"
1814,NEBOON1URN,"Unemployment Rate in Boone County, NE"
1815,NEBOXB3URN,"Unemployment Rate in Box Butte County, NE"
1816,NEBOYD5URN,"Unemployment Rate in Boyd County, NE"
1817,NEBROW7URN,"Unemployment Rate in Brown County, NE"
1818,NEBUFF9URN,"Unemployment Rate in Buffalo County, NE"
1819,NEBURT1URN,"Unemployment Rate in Burt County, NE"
1820,NEBUTL3URN,"Unemployment Rate in Butler County, NE"
1821,NECASS5URN,"Unemployment Rate in Cass County, NE"
1822,NECEDA7URN,"Unemployment Rate in Cedar County, NE"
1823,NECHAS9URN,"Unemployment Rate in Chase County, NE"
1824,NECHER1URN,"Unemployment Rate in Cherry County, NE"
1825,NECHEY3URN,"Unemployment Rate in Cheyenne County, NE"
1826,NECLAY5URN,"Unemployment Rate in Clay County, NE"
1827,NECOLF7URN,"Unemployment Rate in Colfax County, NE"
1828,NECUMI9URN,"Unemployment Rate in Cuming County, NE"
1829,NECUST1URN,"Unemployment Rate in Custer County, NE"
1830,NEDAKO3URN,"Unemployment Rate in Dakota County, NE"
1831,NEDAWE5URN,"Unemployment Rate in Dawes County, NE"
1832,NEDAWS7URN,"Unemployment Rate in Dawson County, NE"
1833,NEDEUE9URN,"Unemployment Rate in Deuel County, NE"
1834,NEDIXO1URN,"Unemployment Rate in Dixon County, NE"
1835,NEDODG3URN,"Unemployment Rate in Dodge County, NE"
1836,NEDOUG5URN,"Unemployment Rate in Douglas County, NE"
1837,NEDUND7URN,"Unemployment Rate in Dundy County, NE"
1838,NEFILL9URN,"Unemployment Rate in Fillmore County, NE"
1839,NEFRAN1URN,"Unemployment Rate in Franklin County, NE"
1840,NEFRON3URN,"Unemployment Rate in Frontier County, NE"
1841,NEFURN5URN,"Unemployment Rate in Furnas County, NE"
1842,NEGAGE7URN,"Unemployment Rate in Gage County, NE"
1843,NEGARD9URN,"Unemployment Rate in Garden County, NE"
1844,NEGARF1URN,"Unemployment Rate in Garfield County, NE"
1845,NEGOSP3URN,"Unemployment Rate in Gosper County, NE"
1846,NEGRAN5URN,"Unemployment Rate in Grant County, NE"
1847,NEGREE7URN,"Unemployment Rate in Greeley County, NE"
1848,NEHALL9URN,"Unemployment Rate in Hall County, NE"
1849,NEHAMI1URN,"Unemployment Rate in Hamilton County, NE"
1850,NEHARL3URN,"Unemployment Rate in Harlan County, NE"
1851,NEHAYE5URN,"Unemployment Rate in Hayes County, NE"
1852,NEHITC7URN,"Unemployment Rate in Hitchcock County, NE"
1853,NEHOLT9URN,"Unemployment Rate in Holt County, NE"
1854,NEHOOK1URN,"Unemployment Rate in Hooker County, NE"
1855,NEHOWA3URN,"Unemployment Rate in Howard County, NE"
1856,NEJEFF5URN,"Unemployment Rate in Jefferson County, NE"
1857,NEJOHN7URN,"Unemployment Rate in Johnson County, NE"
1858,NEKEAR9URN,"Unemployment Rate in Kearney County, NE"
1859,NEKEIT1URN,"Unemployment Rate in Keith County, NE"
1860,NEKEYA3URN,"Unemployment Rate in Keya Paha County, NE"
1861,NEKIMB5URN,"Unemployment Rate in Kimball County, NE"
1862,NEKNOX7URN,"Unemployment Rate in Knox County, NE"
1863,NELANC9URN,"Unemployment Rate in Lancaster County, NE"
1864,NELINC1URN,"Unemployment Rate in Lincoln County, NE"
1865,NELOGA3URN,"Unemployment Rate in Logan County, NE"
1866,NELOUP5URN,"Unemployment Rate in Loup County, NE"
1867,NEMADI9URN,"Unemployment Rate in Madison County, NE"
1868,NEMCPH7URN,"Unemployment Rate in McPherson County, NE"
1869,NEMERR1URN,"Unemployment Rate in Merrick County, NE"
1870,NEMORR3URN,"Unemployment Rate in Morrill County, NE"
1871,NENANC5URN,"Unemployment Rate in Nance County, NE"
1872,NENEMA7URN,"Unemployment Rate in Nemaha County, NE"
1873,NENUCK9URN,"Unemployment Rate in Nuckolls County, NE"
1874,NEOTOE1URN,"Unemployment Rate in Otoe County, NE"
1875,NEPAWN3URN,"Unemployment Rate in Pawnee County, NE"
1876,NEPERK5URN,"Unemployment Rate in Perkins County, NE"
1877,NEPHEL7URN,"Unemployment Rate in Phelps County, NE"
1878,NEPIER9URN,"Unemployment Rate in Pierce County, NE"
1879,NEPLAT1URN,"Unemployment Rate in Platte County, NE"
1880,NEPOLK3URN,"Unemployment Rate in Polk County, NE"
1881,NEREDW5URN,"Unemployment Rate in Red Willow County, NE"
1882,NERICH7URN,"Unemployment Rate in Richardson County, NE"
1883,NEROCK9URN,"Unemployment Rate in Rock County, NE"
1884,NESALI1URN,"Unemployment Rate in Saline County, NE"
1885,NESARP5URN,"Unemployment Rate in Sarpy County, NE"
1886,NESAUN5URN,"Unemployment Rate in Saunders County, NE"
1887,NESCOT7URN,"Unemployment Rate in Scotts Bluff County, NE"
1888,NESEWA9URN,"Unemployment Rate in Seward County, NE"
1889,NESHER1URN,"Unemployment Rate in Sheridan County, NE"
1890,NESHER3URN,"Unemployment Rate in Sherman County, NE"
1891,NESIOU5URN,"Unemployment Rate in Sioux County, NE"
1892,NESTAN7URN,"Unemployment Rate in Stanton County, NE"
1893,NETHAY9URN,"Unemployment Rate in Thayer County, NE"
1894,NETHOM1URN,"Unemployment Rate in Thomas County, NE"
1895,NETHUR3URN,"Unemployment Rate in Thurston County, NE"
1896,NEVALL5URN,"Unemployment Rate in Valley County, NE"
1897,NEWASH7URN,"Unemployment Rate in Washington County, NE"
1898,NEWAYN9URN,"Unemployment Rate in Wayne County, NE"
1899,NEWEBS1URN,"Unemployment Rate in Webster County, NE"
1900,NEWHEE3URN,"Unemployment Rate in Wheeler County, NE"
1901,NEYORK5URN,"Unemployment Rate in York County, NE"
1902,NHBELK1URN,"Unemployment Rate in Belknap County, NH"
1903,NHCARR3URN,"Unemployment Rate in Carroll County, NH"
1904,NHCHES5URN,"Unemployment Rate in Cheshire County, NH"
1905,NHCOOS7URN,"Unemployment Rate in Coos County, NH"
1906,NHGRAF0URN,"Unemployment Rate in Grafton County, NH"
1907,NHHILL5URN,"Unemployment Rate in Hillsborough County, NH"
1908,NHMERR5URN,"Unemployment Rate in Merrimack County, NH"
1909,NHROCK5URN,"Unemployment Rate in Rockingham County, NH"
1910,NHSTRA0URN,"Unemployment Rate in Strafford County, NH"
1911,NHSULL9URN,"Unemployment Rate in Sullivan County, NH"
1912,NJATLA2URN,"Unemployment Rate in Atlantic County, NJ"
1913,NJBERG5URN,"Unemployment Rate in Bergen County, NJ"
1914,NJBURL0URN,"Unemployment Rate in Burlington County, NJ"
1915,NJCAMD7URN,"Unemployment Rate in Camden County, NJ"
1916,NJCAPE1URN,"Unemployment Rate in Cape May County, NJ"
1917,NJCUMB2URN,"Unemployment Rate in Cumberland County, NJ"
1918,NJESSE3URN,"Unemployment Rate in Essex County, NJ"
1919,NJGLOU5URN,"Unemployment Rate in Gloucester County, NJ"
1920,NJHUDS7URN,"Unemployment Rate in Hudson County, NJ"
1921,NJHUNT0URN,"Unemployment Rate in Hunterdon County, NJ"
1922,NJMERC1URN,"Unemployment Rate in Mercer County, NJ"
1923,NJMIDD2URN,"Unemployment Rate in Middlesex County, NJ"
1924,NJMONM3URN,"Unemployment Rate in Monmouth County, NJ"
1925,NJMORR5URN,"Unemployment Rate in Morris County, NJ"
1926,NJOCEA5URN,"Unemployment Rate in Ocean County, NJ"
1927,NJPASS1URN,"Unemployment Rate in Passaic County, NJ"
1928,NJSALE5URN,"Unemployment Rate in Salem County, NJ"
1929,NJSOME0URN,"Unemployment Rate in Somerset County, NJ"
1930,NJSUSS0URN,"Unemployment Rate in Sussex County, NJ"
1931,NJUNIO9URN,"Unemployment Rate in Union County, NJ"
1932,NJWARR5URN,"Unemployment Rate in Warren County, NJ"
1933,NMBERN1URN,"Unemployment Rate in Bernalillo County, NM"
1934,NMCATR3URN,"Unemployment Rate in Catron County, NM"
1935,NMCHAV5URN,"Unemployment Rate in Chaves County, NM"
1936,NMCIBO6URN,"Unemployment Rate in Cibola County, NM"
1937,NMCOLF7URN,"Unemployment Rate in Colfax County, NM"
1938,NMCURR9URN,"Unemployment Rate in Curry County, NM"
1939,NMDEBA1URN,"Unemployment Rate in DeBaca County, NM"
1940,NMDONA5URN,"Unemployment Rate in Dona Ana County, NM"
1941,NMEDDY5URN,"Unemployment Rate in Eddy County, NM"
1942,NMGRAN7URN,"Unemployment Rate in Grant County, NM"
1943,NMGUAD9URN,"Unemployment Rate in Guadalupe County, NM"
1944,NMHARD1URN,"Unemployment Rate in Harding County, NM"
1945,NMHIDA3URN,"Unemployment Rate in Hidalgo County, NM"
1946,NMLEAC0URN,"Unemployment Rate in Lea County, NM"
1947,NMLINC7URN,"Unemployment Rate in Lincoln County, NM"
1948,NMLOSA8URN,"Unemployment Rate in Los Alamos County, NM"
1949,NMLUNA9URN,"Unemployment Rate in Luna County, NM"
1950,NMMCKI5URN,"Unemployment Rate in McKinley County, NM"
1951,NMMORA3URN,"Unemployment Rate in Mora County, NM"
1952,NMOTER5URN,"Unemployment Rate in Otero County, NM"
1953,NMQUAY7URN,"Unemployment Rate in Quay County, NM"
1954,NMRIOA9URN,"Unemployment Rate in Rio Arriba County, NM"
1955,NMROOS1URN,"Unemployment Rate in Roosevelt County, NM"
1956,NMSAND3URN,"Unemployment Rate in Sandoval County, NM"
1957,NMSANJ0URN,"Unemployment Rate in San Juan County, NM"
1958,NMSANM7URN,"Unemployment Rate in San Miguel County, NM"
1959,NMSANT5URN,"Unemployment Rate in Santa Fe County, NM"
1960,NMSIER1URN,"Unemployment Rate in Sierra County, NM"
1961,NMSOCO3URN,"Unemployment Rate in Socorro County, NM"
1962,NMTAOS5URN,"Unemployment Rate in Taos County, NM"
1963,NMTORR7URN,"Unemployment Rate in Torrance County, NM"
1964,NMUNIO9URN,"Unemployment Rate in Union County, NM"
1965,NMVALE0URN,"Unemployment Rate in Valencia County, NM"
1966,NVCARS0URN,"Unemployment Rate in Carson City, NV"
1967,NVCHUR1URN,"Unemployment Rate in Churchill County, NV"
1968,NVCLAR3URN,"Unemployment Rate in Clark County, NV"
1969,NVDOUG5URN,"Unemployment Rate in Douglas County, NV"
1970,NVELKO7URN,"Unemployment Rate in Elko County, NV"
1971,NVESME9URN,"Unemployment Rate in Esmeralda County, NV"
1972,NVEURE1URN,"Unemployment Rate in Eureka County, NV"
1973,NVHUMB3URN,"Unemployment Rate in Humboldt County, NV"
1974,NVLAND5URN,"Unemployment Rate in Lander County, NV"
1975,NVLINC7URN,"Unemployment Rate in Lincoln County, NV"
1976,NVLYON9URN,"Unemployment Rate in Lyon County, NV"
1977,NVMINE1URN,"Unemployment Rate in Mineral County, NV"
1978,NVNYEC3URN,"Unemployment Rate in Nye County, NV"
1979,NVPERS7URN,"Unemployment Rate in Pershing County, NV"
1980,NVSTOR9URN,"Unemployment Rate in Storey County, NV"
1981,NVWASH7URN,"Unemployment Rate in Washoe County, NV"
1982,NVWHIT3URN,"Unemployment Rate in White Pine County, NV"
1983,NYALBA1URN,"Unemployment Rate in Albany County, NY"
1984,NYALLE2URN,"Unemployment Rate in Allegany County, NY"
1985,NYBRON5URN,"Unemployment Rate in Bronx County, NY"
1986,NYBROO7URN,"Unemployment Rate in Broome County, NY"
1987,NYCATT0URN,"Unemployment Rate in Cattaraugus County, NY"
1988,NYCAYU5URN,"Unemployment Rate in Cayuga County, NY"
1989,NYCHAU5URN,"Unemployment Rate in Chautauqua County, NY"
1990,NYCHEM2URN,"Unemployment Rate in Chemung County, NY"
1991,NYCHEN7URN,"Unemployment Rate in Chenango County, NY"
1992,NYCLIN0URN,"Unemployment Rate in Clinton County, NY"
1993,NYCOLU5URN,"Unemployment Rate in Columbia County, NY"
1994,NYCORT3URN,"Unemployment Rate in Cortland County, NY"
1995,NYDELA5URN,"Unemployment Rate in Delaware County, NY"
1996,NYDUTC7URN,"Unemployment Rate in Dutchess County, NY"
1997,NYERIE9URN,"Unemployment Rate in Erie County, NY"
1998,NYESSE1URN,"Unemployment Rate in Essex County, NY"
1999,NYFRAN3URN,"Unemployment Rate in Franklin County, NY"
2000,NYFULT0URN,"Unemployment Rate in Fulton County, NY"
2001,NYGENE5URN,"Unemployment Rate in Genesee County, NY"
2002,NYGREE9URN,"Unemployment Rate in Greene County, NY"
2003,NYHAMI1URN,"Unemployment Rate in Hamilton County, NY"
2004,NYHERK0URN,"Unemployment Rate in Herkimer County, NY"
2005,NYJEFF0URN,"Unemployment Rate in Jefferson County, NY"
2006,NYKING7URN,"Unemployment Rate in Kings County, NY"
2007,NYLEWI9URN,"Unemployment Rate in Lewis County, NY"
2008,NYLIVI0URN,"Unemployment Rate in Livingston County, NY"
2009,NYMADI5URN,"Unemployment Rate in Madison County, NY"
2010,NYMONR5URN,"Unemployment Rate in Monroe County, NY"
2011,NYMONT0URN,"Unemployment Rate in Montgomery County, NY"
2012,NYNASS9URN,"Unemployment Rate in Nassau County, NY"
2013,NYNEWY1URN,"Unemployment Rate in New York County, NY"
2014,NYNIAG3URN,"Unemployment Rate in Niagara County, NY"
2015,NYONEI5URN,"Unemployment Rate in Oneida County, NY"
