,Series_Type,Series_Name
1238,MIAREN1URN,"Unemployment Rate in Arenac County, MI"
1239,MIBARA3URN,"Unemployment Rate in Baraga County, MI"
1240,MIBARR5URN,"Unemployment Rate in Barry County, MI"
1241,MIBAYC7URN,"Unemployment Rate in Bay County, MI"
1242,MIBENZ9URN,"Unemployment Rate in Benzie County, MI"
1243,MIBERR5URN,"Unemployment Rate in Berrien County, MI"
1244,MIBRAN3URN,"Unemployment Rate in Branch County, MI"
1245,MICALH5URN,"Unemployment Rate in Calhoun County, MI"
1246,MICASS7URN,"Unemployment Rate in Cass County, MI"
1247,MICHAR9URN,"Unemployment Rate in Charlevoix County, MI"
1248,MICHEB1URN,"Unemployment Rate in Cheboygan County, MI"
1249,MICHIP3URN,"Unemployment Rate in Chippewa County, MI"
1250,MICLAR5URN,"Unemployment Rate in Clare County, MI"
1251,MICLIN5URN,"Unemployment Rate in Clinton County, MI"
1252,MICRAW9URN,"Unemployment Rate in Crawford County, MI"
1253,MIDELT1URN,"Unemployment Rate in Delta County, MI"
1254,MIDICK3URN,"Unemployment Rate in Dickinson County, MI"
1255,MIEATO5URN,"Unemployment Rate in Eaton County, MI"
1256,MIEMME7URN,"Unemployment Rate in Emmet County, MI"
1257,MIGENE9URN,"Unemployment Rate in Genesee County, MI"
1258,MIGLAD1URN,"Unemployment Rate in Gladwin County, MI"
1259,MIGOGE3URN,"Unemployment Rate in Gogebic County, MI"
1260,MIGRAN0URN,"Unemployment Rate in Grand Traverse County, MI"
1261,MIGRAT7URN,"Unemployment Rate in Gratiot County, MI"
1262,MIHILL9URN,"Unemployment Rate in Hillsdale County, MI"
1263,MIHOUG1URN,"Unemployment Rate in Houghton County, MI"
1264,MIHURO3URN,"Unemployment Rate in Huron County, MI"
1265,MIINGH5URN,"Unemployment Rate in Ingham County, MI"
1266,MIIONI5URN,"Unemployment Rate in Ionia County, MI"
1267,MIIOSC9URN,"Unemployment Rate in Iosco County, MI"
1268,MIIRON1URN,"Unemployment Rate in Iron County, MI"
1269,MIISAB0URN,"Unemployment Rate in Isabella County, MI"
1270,MIJACK0URN,"Unemployment Rate in Jackson County, MI"
1271,MIKALA7URN,"Unemployment Rate in Kalamazoo County, MI"
1272,MIKALK9URN,"Unemployment Rate in Kalkaska County, MI"
1273,MIKENT1URN,"Unemployment Rate in Kent County, MI"
1274,MIKEWE3URN,"Unemployment Rate in Keweenaw County, MI"
1275,MILAKE5URN,"Unemployment Rate in Lake County, MI"
1276,MILAPE5URN,"Unemployment Rate in Lapeer County, MI"
1277,MILEEL9URN,"Unemployment Rate in Leelanau County, MI"
1278,MILENA5URN,"Unemployment Rate in Lenawee County, MI"
1279,MILIVI3URN,"Unemployment Rate in Livingston County, MI"
1280,MILUCE5URN,"Unemployment Rate in Luce County, MI"
1281,MIMACK7URN,"Unemployment Rate in Mackinac County, MI"
1282,MIMACO9URN,"Unemployment Rate in Macomb County, MI"
1283,MIMANI1URN,"Unemployment Rate in Manistee County, MI"
1284,MIMARQ5URN,"Unemployment Rate in Marquette County, MI"
1285,MIMASO5URN,"Unemployment Rate in Mason County, MI"
1286,MIMECO7URN,"Unemployment Rate in Mecosta County, MI"
1287,MIMENO9URN,"Unemployment Rate in Menominee County, MI"
1288,MIMIDL0URN,"Unemployment Rate in Midland County, MI"
1289,MIMISS3URN,"Unemployment Rate in Missaukee County, MI"
1290,MIMONR5URN,"Unemployment Rate in Monroe County, MI"
1291,MIMONT7URN,"Unemployment Rate in Montcalm County, MI"
1292,MIMONT9URN,"Unemployment Rate in Montmorency County, MI"
1293,MIMUSK1URN,"Unemployment Rate in Muskegon County, MI"
1294,MINEWA3URN,"Unemployment Rate in Newaygo County, MI"
1295,MIOAKL5URN,"Unemployment Rate in Oakland County, MI"
1296,MIOCEA7URN,"Unemployment Rate in Oceana County, MI"
1297,MIOGEM9URN,"Unemployment Rate in Ogemaw County, MI"
1298,MIONTO1URN,"Unemployment Rate in Ontonagon County, MI"
1299,MIOSCE3URN,"Unemployment Rate in Osceola County, MI"
1300,MIOSCO5URN,"Unemployment Rate in Oscoda County, MI"
1301,MIOTSE7URN,"Unemployment Rate in Otsego County, MI"
1302,MIOTTA0URN,"Unemployment Rate in Ottawa County, MI"
1303,MIPRES1URN,"Unemployment Rate in Presque Isle County, MI"
1304,MIROSC3URN,"Unemployment Rate in Roscommon County, MI"
1305,MISAGI5URN,"Unemployment Rate in Saginaw County, MI"
1306,MISANI1URN,"Unemployment Rate in Sanilac County, MI"
1307,MISCHO3URN,"Unemployment Rate in Schoolcraft County, MI"
1308,MISHIA0URN,"Unemployment Rate in Shiawassee County, MI"
1309,MISTCL5URN,"Unemployment Rate in St. Clair County, MI"
1310,MISTJO5URN,"Unemployment Rate in St. Joseph County, MI"
1311,MITUSC7URN,"Unemployment Rate in Tuscola County, MI"
1312,MIVANB5URN,"Unemployment Rate in Van Buren County, MI"
1313,MIWASH1URN,"Unemployment Rate in Washtenaw County, MI"
1314,MIWAYN3URN,"Unemployment Rate in Wayne County, MI"
1315,MIWEXF5URN,"Unemployment Rate in Wexford County, MI"
1316,MNAITK1URN,"Unemployment Rate in Aitkin County, MN"
1317,MNANOK5URN,"Unemployment Rate in Anoka County, MN"
1318,MNBECK5URN,"Unemployment Rate in Becker County, MN"
1319,MNBELT7URN,"Unemployment Rate in Beltrami County, MN"
1320,MNBENT9URN,"Unemployment Rate in Benton County, MN"
1321,MNBIGS1URN,"Unemployment Rate in Big Stone County, MN"
1322,MNBLUE5URN,"Unemployment Rate in Blue Earth County, MN"
1323,MNBROW5URN,"Unemployment Rate in Brown County, MN"
1324,MNCARL7URN,"Unemployment Rate in Carlton County, MN"
1325,MNCARV9URN,"Unemployment Rate in Carver County, MN"
1326,MNCASS1URN,"Unemployment Rate in Cass County, MN"
1327,MNCHIP3URN,"Unemployment Rate in Chippewa County, MN"
1328,MNCHIS5URN,"Unemployment Rate in Chisago County, MN"
1329,MNCLAY7URN,"Unemployment Rate in Clay County, MN"
1330,MNCLEA9URN,"Unemployment Rate in Clearwater County, MN"
1331,MNCOOK1URN,"Unemployment Rate in Cook County, MN"
1332,MNCOTT3URN,"Unemployment Rate in Cottonwood County, MN"
1333,MNCROW5URN,"Unemployment Rate in Crow Wing County, MN"
1334,MNDAKO5URN,"Unemployment Rate in Dakota County, MN"
1335,MNDODG9URN,"Unemployment Rate in Dodge County, MN"
1336,MNDOUG1URN,"Unemployment Rate in Douglas County, MN"
1337,MNFARI3URN,"Unemployment Rate in Faribault County, MN"
1338,MNFILL5URN,"Unemployment Rate in Fillmore County, MN"
1339,MNFREE7URN,"Unemployment Rate in Freeborn County, MN"
1340,MNGOOD9URN,"Unemployment Rate in Goodhue County, MN"
1341,MNGRAN1URN,"Unemployment Rate in Grant County, MN"
1342,MNHENN3URN,"Unemployment Rate in Hennepin County, MN"
1343,MNHOUS5URN,"Unemployment Rate in Houston County, MN"
1344,MNHUBB7URN,"Unemployment Rate in Hubbard County, MN"
1345,MNISAN9URN,"Unemployment Rate in Isanti County, MN"
1346,MNITAS1URN,"Unemployment Rate in Itasca County, MN"
1347,MNJACK3URN,"Unemployment Rate in Jackson County, MN"
1348,MNKANA5URN,"Unemployment Rate in Kanabec County, MN"
1349,MNKAND7URN,"Unemployment Rate in Kandiyohi County, MN"
1350,MNKITT9URN,"Unemployment Rate in Kittson County, MN"
1351,MNKOOC1URN,"Unemployment Rate in Koochiching County, MN"
1352,MNLACQ3URN,"Unemployment Rate in Lac qui Parle County, MN"
1353,MNLAKE5URN,"Unemployment Rate in Lake County, MN"
1354,MNLAKE7URN,"Unemployment Rate in Lake of the Woods County, MN"
1355,MNLESU9URN,"Unemployment Rate in Le Sueur County, MN"
1356,MNLINC1URN,"Unemployment Rate in Lincoln County, MN"
1357,MNLYON3URN,"Unemployment Rate in Lyon County, MN"
1358,MNMAHN7URN,"Unemployment Rate in Mahnomen County, MN"
1359,MNMARS9URN,"Unemployment Rate in Marshall County, MN"
1360,MNMART1URN,"Unemployment Rate in Martin County, MN"
1361,MNMCLE5URN,"Unemployment Rate in McLeod County, MN"
1362,MNMEEK3URN,"Unemployment Rate in Meeker County, MN"
1363,MNMILL5URN,"Unemployment Rate in Mille Lacs County, MN"
1364,MNMORR7URN,"Unemployment Rate in Morrison County, MN"
1365,MNMOWE9URN,"Unemployment Rate in Mower County, MN"
1366,MNMURR1URN,"Unemployment Rate in Murray County, MN"
1367,MNNICO3URN,"Unemployment Rate in Nicollet County, MN"
1368,MNNOBL5URN,"Unemployment Rate in Nobles County, MN"
1369,MNNORM7URN,"Unemployment Rate in Norman County, MN"
1370,MNOLMS9URN,"Unemployment Rate in Olmsted County, MN"
1371,MNOTTE5URN,"Unemployment Rate in Otter Tail County, MN"
1372,MNPENN3URN,"Unemployment Rate in Pennington County, MN"
1373,MNPINE5URN,"Unemployment Rate in Pine County, MN"
1374,MNPIPE7URN,"Unemployment Rate in Pipestone County, MN"
1375,MNPOLK9URN,"Unemployment Rate in Polk County, MN"
1376,MNPOPE1URN,"Unemployment Rate in Pope County, MN"
1377,MNRAMS3URN,"Unemployment Rate in Ramsey County, MN"
1378,MNREDL5URN,"Unemployment Rate in Red Lake County, MN"
1379,MNREDW7URN,"Unemployment Rate in Redwood County, MN"
1380,MNRENV9URN,"Unemployment Rate in Renville County, MN"
1381,MNRICE1URN,"Unemployment Rate in Rice County, MN"
1382,MNROCK3URN,"Unemployment Rate in Rock County, MN"
1383,MNROSE5URN,"Unemployment Rate in Roseau County, MN"
1384,MNSCOT9URN,"Unemployment Rate in Scott County, MN"
1385,MNSHER1URN,"Unemployment Rate in Sherburne County, MN"
1386,MNSIBL3URN,"Unemployment Rate in Sibley County, MN"
1387,MNSTEA5URN,"Unemployment Rate in Stearns County, MN"
1388,MNSTEE7URN,"Unemployment Rate in Steele County, MN"
1389,MNSTEV9URN,"Unemployment Rate in Stevens County, MN"
1390,MNSTLO7URN,"Unemployment Rate in St. Louis County, MN"
1391,MNSWIF1URN,"Unemployment Rate in Swift County, MN"
1392,MNTODD3URN,"Unemployment Rate in Todd County, MN"
1393,MNTRAV5URN,"Unemployment Rate in Traverse County, MN"
1394,MNWABA7URN,"Unemployment Rate in Wabasha County, MN"
1395,MNWADE9URN,"Unemployment Rate in Wadena County, MN"
1396,MNWASE1URN,"Unemployment Rate in Waseca County, MN"
1397,MNWASH5URN,"Unemployment Rate in Washington County, MN"
1398,MNWATO5URN,"Unemployment Rate in Watonwan County, MN"
1399,MNWILK7URN,"Unemployment Rate in Wilkin County, MN"
1400,MNWINO9URN,"Unemployment Rate in Winona County, MN"
1401,MNWRIG0URN,"Unemployment Rate in Wright County, MN"
1402,MNYELL3URN,"Unemployment Rate in Yellow Medicine County, MN"
1403,MOADURN,"Unemployment Rate in Adair County, MO"
1404,MOANDR3URN,"Unemployment Rate in Andrew County, MO"
1405,MOATCH5URN,"Unemployment Rate in Atchison County, MO"
1406,MOAUURN,"Unemployment Rate in Audrain County, MO"
1407,MOBART1URN,"Unemployment Rate in Barton County, MO"
1408,MOBATE3URN,"Unemployment Rate in Bates County, MO"
1409,MOBAURN,"Unemployment Rate in Barry County, MO"
1410,MOBENT5URN,"Unemployment Rate in Benton County, MO"
1411,MOBLURN,"Unemployment Rate in Butler County, MO"
1412,MOBNURN,"Unemployment Rate in Boone County, MO"
1413,MOBOURN,"Unemployment Rate in Bollinger County, MO"
1414,MOBUCH1URN,"Unemployment Rate in Buchanan County, MO"
1415,MOCALD5URN,"Unemployment Rate in Caldwell County, MO"
1416,MOCARR3URN,"Unemployment Rate in Carroll County, MO"
1417,MOCASS0URN,"Unemployment Rate in Cass County, MO"
1418,MOCEDA9URN,"Unemployment Rate in Cedar County, MO"
1419,MOCHAR1URN,"Unemployment Rate in Chariton County, MO"
1420,MOCIURN,"Unemployment Rate in Christian County, MO"
1421,MOCKURN,"Unemployment Rate in Clark County, MO"
1422,MOCLAY7URN,"Unemployment Rate in Clay County, MO"
1423,MOCLIN9URN,"Unemployment Rate in Clinton County, MO"
1424,MOCLURN,"Unemployment Rate in Callaway County, MO"
1425,MOCMURN,"Unemployment Rate in Camden County, MO"
1426,MOCOOP3URN,"Unemployment Rate in Cooper County, MO"
1427,MOCOURN,"Unemployment Rate in Cole County, MO"
1428,MOCPURN,"Unemployment Rate in Cape Girardeau County, MO"
1429,MOCTURN,"Unemployment Rate in Carter County, MO"
1430,MOCWURN,"Unemployment Rate in Crawford County, MO"
1431,MODAURN,"Unemployment Rate in Dade County, MO"
1432,MODAVI1URN,"Unemployment Rate in Daviess County, MO"
1433,MODEKA3URN,"Unemployment Rate in DeKalb County, MO"
1434,MODLURN,"Unemployment Rate in Dallas County, MO"
1435,MODNURN,"Unemployment Rate in Dent County, MO"
1436,MODOURN,"Unemployment Rate in Douglas County, MO"
1437,MODUURN,"Unemployment Rate in Dunklin County, MO"
1438,MOFRURN,"Unemployment Rate in Franklin County, MO"
1439,MOGAURN,"Unemployment Rate in Gasconade County, MO"
1440,MOGENT5URN,"Unemployment Rate in Gentry County, MO"
1441,MOGRUN9URN,"Unemployment Rate in Grundy County, MO"
1442,MOGRURN,"Unemployment Rate in Greene County, MO"
1443,MOHARR1URN,"Unemployment Rate in Harrison County, MO"
1444,MOHENR3URN,"Unemployment Rate in Henry County, MO"
1445,MOHICK5URN,"Unemployment Rate in Hickory County, MO"
1446,MOHLURN,"Unemployment Rate in Howell County, MO"
1447,MOHOLT7URN,"Unemployment Rate in Holt County, MO"
1448,MOHOWA9URN,"Unemployment Rate in Howard County, MO"
1449,MOIRURN,"Unemployment Rate in Iron County, MO"
1450,MOJACK5URN,"Unemployment Rate in Jackson County, MO"
1451,MOJASP5URN,"Unemployment Rate in Jasper County, MO"
1452,MOJEURN,"Unemployment Rate in Jefferson County, MO"
1453,MOJOHN1URN,"Unemployment Rate in Johnson County, MO"
1454,MOKNURN,"Unemployment Rate in Knox County, MO"
1455,MOLAFA7URN,"Unemployment Rate in Lafayette County, MO"
1456,MOLAURN,"Unemployment Rate in Laclede County, MO"
1457,MOLEURN,"Unemployment Rate in Lewis County, MO"
1458,MOLINN5URN,"Unemployment Rate in Linn County, MO"
1459,MOLIURN,"Unemployment Rate in Lincoln County, MO"
1460,MOLIVI7URN,"Unemployment Rate in Livingston County, MO"
1461,MOLWURN,"Unemployment Rate in Lawrence County, MO"
1462,MOMAURN,"Unemployment Rate in Macon County, MO"
1463,MOMCDO9URN,"Unemployment Rate in McDonald County, MO"
1464,MOMDURN,"Unemployment Rate in Madison County, MO"
1465,MOMERC9URN,"Unemployment Rate in Mercer County, MO"
1466,MOMIURN,"Unemployment Rate in Marion County, MO"
1467,MOMLURN,"Unemployment Rate in Miller County, MO"
1468,MOMNURN,"Unemployment Rate in Monroe County, MO"
1469,MOMORG1URN,"Unemployment Rate in Morgan County, MO"
1470,MOMOURN,"Unemployment Rate in Moniteau County, MO"
1471,MOMRURN,"Unemployment Rate in Maries County, MO"
1472,MOMSURN,"Unemployment Rate in Mississippi County, MO"
1473,MOMTURN,"Unemployment Rate in Montgomery County, MO"
1474,MONEURN,"Unemployment Rate in New Madrid County, MO"
1475,MONEWT5URN,"Unemployment Rate in Newton County, MO"
1476,MONODA7URN,"Unemployment Rate in Nodaway County, MO"
1477,MOORURN,"Unemployment Rate in Oregon County, MO"
1478,MOOSURN,"Unemployment Rate in Osage County, MO"
1479,MOOZURN,"Unemployment Rate in Ozark County, MO"
1480,MOPETT9URN,"Unemployment Rate in Pettis County, MO"
1481,MOPEURN,"Unemployment Rate in Pemiscot County, MO"
1482,MOPHURN,"Unemployment Rate in Phelps County, MO"
1483,MOPIURN,"Unemployment Rate in Pike County, MO"
1484,MOPLAT5URN,"Unemployment Rate in Platte County, MO"
1485,MOPOURN,"Unemployment Rate in Polk County, MO"
1486,MOPRURN,"Unemployment Rate in Perry County, MO"
1487,MOPUTN1URN,"Unemployment Rate in Putnam County, MO"
1488,MOPUURN,"Unemployment Rate in Pulaski County, MO"
1489,MORAURN,"Unemployment Rate in Ralls County, MO"
1490,MORAYC7URN,"Unemployment Rate in Ray County, MO"
1491,MOREURN,"Unemployment Rate in Reynolds County, MO"
1492,MORIURN,"Unemployment Rate in Ripley County, MO"
1493,MORNURN,"Unemployment Rate in Randolph County, MO"
1494,MOSALI5URN,"Unemployment Rate in Saline County, MO"
1495,MOSBURN,"Unemployment Rate in Shelby County, MO"
1496,MOSDURN,"Unemployment Rate in Stoddard County, MO"
1497,MOSEURN,"Unemployment Rate in Ste. Genevieve County, MO"
1498,MOSFURN,"Unemployment Rate in St. Francois County, MO"
1499,MOSHURN,"Unemployment Rate in Schuyler County, MO"
1500,MOSLURN,"Unemployment Rate in St. Louis County, MO"
1501,MOSNURN,"Unemployment Rate in Shannon County, MO"
1502,MOSOURN,"Unemployment Rate in Scotland County, MO"
1503,MOSSURN,"Unemployment Rate in St. Louis City, MO"
1504,MOSTCL5URN,"Unemployment Rate in St. Clair County, MO"
1505,MOSTURN,"Unemployment Rate in St. Charles County, MO"
1506,MOSULL1URN,"Unemployment Rate in Sullivan County, MO"
1507,MOSUURN,"Unemployment Rate in Scott County, MO"
1508,MOSYURN,"Unemployment Rate in Stone County, MO"
1509,MOTAURN,"Unemployment Rate in Taney County, MO"
1510,MOTEURN,"Unemployment Rate in Texas County, MO"
1511,MOVERN7URN,"Unemployment Rate in Vernon County, MO"
1512,MOWAURN,"Unemployment Rate in Warren County, MO"
1513,MOWEURN,"Unemployment Rate in Webster County, MO"
1514,MOWORT7URN,"Unemployment Rate in Worth County, MO"
1515,MOWRURN,"Unemployment Rate in Wright County, MO"
1516,MOWSURN,"Unemployment Rate in Washington County, MO"
1517,MOWYURN,"Unemployment Rate in Wayne County, MO"
1518,MSADAM1URN,"Unemployment Rate in Adams County, MS"
1519,MSALURN,"Unemployment Rate in Alcorn County, MS"
1520,MSAMIT5URN,"Unemployment Rate in Amite County, MS"
1521,MSATURN,"Unemployment Rate in Attala County, MS"
1522,MSBEURN,"Unemployment Rate in Benton County, MS"
1523,MSBOURN,"Unemployment Rate in Bolivar County, MS"
1524,MSCAURN,"Unemployment Rate in Calhoun County, MS"
1525,MSCHURN,"Unemployment Rate in Chickasaw County, MS"
1526,MSCLAI1URN,"Unemployment Rate in Claiborne County, MS"
1527,MSCLAR3URN,"Unemployment Rate in Clarke County, MS"
1528,MSCMURN,"Unemployment Rate in Coahoma County, MS"
1529,MSCOPI9URN,"Unemployment Rate in Copiah County, MS"
1530,MSCOURN,"Unemployment Rate in Choctaw County, MS"
1531,MSCOVI1URN,"Unemployment Rate in Covington County, MS"
1532,MSCRURN,"Unemployment Rate in Carroll County, MS"
1533,MSCYURN,"Unemployment Rate in Clay County, MS"
1534,MSDEURN,"Unemployment Rate in De Soto County, MS"
1535,MSFORR0URN,"Unemployment Rate in Forrest County, MS"
1536,MSFRAN7URN,"Unemployment Rate in Franklin County, MS"
1537,MSGEOR9URN,"Unemployment Rate in George County, MS"
1538,MSGNURN,"Unemployment Rate in Grenada County, MS"
1539,MSGREE1URN,"Unemployment Rate in Greene County, MS"
1540,MSHANC5URN,"Unemployment Rate in Hancock County, MS"
1541,MSHARR7URN,"Unemployment Rate in Harrison County, MS"
1542,MSHIND9URN,"Unemployment Rate in Hinds County, MS"
1543,MSHOURN,"Unemployment Rate in Holmes County, MS"
1544,MSHUURN,"Unemployment Rate in Humphreys County, MS"
1545,MSISSA5URN,"Unemployment Rate in Issaquena County, MS"
1546,MSITURN,"Unemployment Rate in Itawamba County, MS"
1547,MSJACK9URN,"Unemployment Rate in Jackson County, MS"
1548,MSJASP1URN,"Unemployment Rate in Jasper County, MS"
1549,MSJEFF3URN,"Unemployment Rate in Jefferson County, MS"
1550,MSJEFF5URN,"Unemployment Rate in Jefferson Davis County, MS"
1551,MSJONE0URN,"Unemployment Rate in Jones County, MS"
1552,MSKEMP9URN,"Unemployment Rate in Kemper County, MS"
1553,MSLAMA3URN,"Unemployment Rate in Lamar County, MS"
1554,MSLAUD5URN,"Unemployment Rate in Lauderdale County, MS"
1555,MSLAURN,"Unemployment Rate in Lafayette County, MS"
1556,MSLAWR7URN,"Unemployment Rate in Lawrence County, MS"
1557,MSLCURN,"Unemployment Rate in Lee County, MS"
1558,MSLEAK9URN,"Unemployment Rate in Leake County, MS"
1559,MSLFURN,"Unemployment Rate in Leflore County, MS"
1560,MSLINC5URN,"Unemployment Rate in Lincoln County, MS"
1561,MSLOURN,"Unemployment Rate in Lowndes County, MS"
1562,MSMADI9URN,"Unemployment Rate in Madison County, MS"
1563,MSMARI1URN,"Unemployment Rate in Marion County, MS"
1564,MSMNURN,"Unemployment Rate in Montgomery County, MS"
1565,MSMOURN,"Unemployment Rate in Monroe County, MS"
1566,MSMSURN,"Unemployment Rate in Marshall County, MS"
1567,MSNESH9URN,"Unemployment Rate in Neshoba County, MS"
1568,MSNEWT1URN,"Unemployment Rate in Newton County, MS"
1569,MSNOURN,"Unemployment Rate in Noxubee County, MS"
1570,MSOKURN,"Unemployment Rate in Oktibbeha County, MS"
1571,MSPAURN,"Unemployment Rate in Panola County, MS"
1572,MSPEAR9URN,"Unemployment Rate in Pearl River County, MS"
1573,MSPERR1URN,"Unemployment Rate in Perry County, MS"
1574,MSPIKE3URN,"Unemployment Rate in Pike County, MS"
1575,MSPNURN,"Unemployment Rate in Prentiss County, MS"
1576,MSPOURN,"Unemployment Rate in Pontotoc County, MS"
1577,MSQUURN,"Unemployment Rate in Quitman County, MS"
1578,MSRANK5URN,"Unemployment Rate in Rankin County, MS"
1579,MSSCOT3URN,"Unemployment Rate in Scott County, MS"
1580,MSSHAR5URN,"Unemployment Rate in Sharkey County, MS"
1581,MSSIMP7URN,"Unemployment Rate in Simpson County, MS"
1582,MSSMIT9URN,"Unemployment Rate in Smith County, MS"
1583,MSSTON1URN,"Unemployment Rate in Stone County, MS"
